Date,Lobbyist,Lobbyist_Firm,Official,Official_Department,Lobbyist_Client,MunicipalDecision,DesiredOutcome,FileNumber,LobbyingSubjectArea
07/16/2013,"Clemens, Alex",Barbary Coast Consulting,"Powers, Andres",Board Of Supervisors,Safeway,Informational Meeting,Provide update and seek information on car2g0 plans for San Francisco,,Transportation
07/17/2013,"Clemens, Alex",Barbary Coast Consulting,"Hayward, Sophie","Planning, Department Of",Safeway,Informational Discussion,"Discuss potential amendments to land use laws that might affect Safeway Stores, Inc.",130459,Planning and Building Permits
07/17/2013,"Clemens, Alex",Barbary Coast Consulting,"Powers, Andres",Board Of Supervisors,Safeway,Informational Meeting,Provide update and seek information on car2g0 plans for San Francisco,,Transportation
07/18/2013,"Clemens, Alex",Barbary Coast Consulting,"Hayward, Sophie","Planning, Department Of",Safeway,Informational Discussion,"Discuss potential amendments to land use laws that might affect Safeway Stores, Inc.",130459,Planning and Building Permits
07/18/2013,"Clemens, Alex",Barbary Coast Consulting,"Powers, Andres",Board Of Supervisors,Safeway,Informational Meeting,Provide update and seek information on car2g0 plans for San Francisco,,Transportation
07/19/2013,"Clemens, Alex",Barbary Coast Consulting,"Hayward, Sophie","Planning, Department Of",Safeway,Informational Discussion,"Discuss potential amendments to land use laws that might affect Safeway Stores, Inc.",130459,Planning and Building Permits
07/19/2013,"Clemens, Alex",Barbary Coast Consulting,"Powers, Andres",Board Of Supervisors,Safeway,Informational Meeting,Provide update and seek information on car2g0 plans for San Francisco,,Transportation
05/13/2013,"Clemens, Alex",Barbary Coast Consulting,"Kawa, Steve",Mayor Office Of The,"Paramount Group, Inc.",Advise About Status Of 75 Howard,Advise about status of 75 Howard,,Planning and Building Permits
05/30/2013,"Clemens, Alex",Barbary Coast Consulting,"Brinkman, Cheryl",Municipal Transportation Agency,Car2go,Advise About Current Car Share Issues,Advise about current car share issues,,Transportation
04/01/2013,"Clemens, Alex",Barbary Coast Consulting,"Farrell, Mark",Board Of Supervisors,Sf Spca,Informational Discussion,Inform Supervisor about various SF SPCA initiatives and goals,,Animal Welfare
04/26/2013,"Clemens, Alex",Barbary Coast Consulting,"Farrell, Mark",Board Of Supervisors,Sf Spca,Informational Discussion,Inform Supervisor about various SF SPCA initiatives and goals,,Animal Welfare
03/06/2013,"Clemens, Alex",Barbary Coast Consulting,"Gillett, Gillian",Mayor Office Of The,Car2go,Informational Discussion,Informational discussion about car2go and how their service might benefit San Franciscans,,Transportation
03/06/2013,"Clemens, Alex",Barbary Coast Consulting,"Elliott, Jason",Mayor Office Of The,Car2go,Informational Discussion,Informational discussion about car2go and how their service might benefit San Franciscans,,Transportation
03/06/2013,"Clemens, Alex",Barbary Coast Consulting,"True, Judson",Board Of Supervisors,Car2go,Informational Discussion,Informational discussion about car2go and how their service might benefit San Franciscans,,Transportation
03/21/2013,"Clemens, Alex",Barbary Coast Consulting,"Reiskin, Ed",Municipal Transportation Agency,Car2go,Informational Discussion,Informational discussion about car2go and how their service might benefit San Franciscans,,Transportation
03/26/2013,"Clemens, Alex",Barbary Coast Consulting,"El-Naijjar, Ahmad",Board Of Supervisors,"California Mortgage And Realty, Inc.",1540 Market Street,To schedule a meeting to discuss issues surrounding a proposed development in the Market Octavia Plan Area.,N/A,Planning and Building Permits
02/06/2013,"Clemens, Alex",Barbary Coast Consulting,"Chiu, David",Board Of Supervisors,Car2go,Informational Discussion,Informational discussion about car2go and how their service might benefit San Franciscans,,Transportation
02/06/2013,"Clemens, Alex",Barbary Coast Consulting,"Wiener, Scott",Board Of Supervisors,Car2go,Informational Discussion,Informational discussion about car2go and how their service might benefit San Franciscans,,Transportation
02/06/2013,"Clemens, Alex",Barbary Coast Consulting,"Cohen, Malia",Board Of Supervisors,Car2go,Informational Discussion,Informational discussion about car2go and how their service might benefit San Franciscans,,Transportation
02/07/2013,"Clemens, Alex",Barbary Coast Consulting,"Cohen, Malia",Board Of Supervisors,Car2go,Informational Discussion,Informational discussion about car2go and how their service might benefit San Franciscans,,Transportation
02/11/2013,"Clemens, Alex",Barbary Coast Consulting,"True, Judson",Board Of Supervisors,Car2go,Informational Discussion,Informational discussion about car2go and how their service might benefit San Franciscans,,Transportation
02/12/2013,"Clemens, Alex",Barbary Coast Consulting,"True, Judson",Board Of Supervisors,Car2go,Informational Discussion,Informational discussion about car2go and how their service might benefit San Franciscans,,Transportation
02/12/2013,"Clemens, Alex",Barbary Coast Consulting,"Powers, Andres",Board Of Supervisors,Car2go,Informational Discussion,Informational discussion about car2go and how their service might benefit San Franciscans,,Transportation
02/12/2013,"Clemens, Alex",Barbary Coast Consulting,"Bruss, Andrea",Board Of Supervisors,Car2go,Informational Discussion,Informational discussion about car2go and how their service might benefit San Franciscans,,Transportation
02/26/2013,"Clemens, Alex",Barbary Coast Consulting,"Winniker, Tony",Mayor Office Of The,Car2go,Informational Discussion,Informational discussion about car2go and how their service might benefit San Franciscans,,Transportation
02/26/2013,"Clemens, Alex",Barbary Coast Consulting,"Avalos, John",Board Of Supervisors,San Francisco Giants,Seawall Lot 337,Update on Seawall Lot 337 development,,Planning and Building Permits
12/09/2015,"Cassolato, Stefano",Sgc Strategic Communications,"Kim, Jane",Board Of Supervisors,Aids Healthcare Foundation,Planning Commission Hearing,CUP Approval,,Planning and Building Permits
11/13/2012,"Clemens, Alex",Barbary Coast Consulting,"Kim, Jane",Board Of Supervisors,"Paramount Group, Inc.",Informational Meeting,Provide update and seek information on car2g0 plans for San Francisco,,Transportation
11/15/2012,"Clemens, Alex",Barbary Coast Consulting,"Avalos, John",Board Of Supervisors,Jewish Home,Informational Meeting,Provide update and seek information on car2g0 plans for San Francisco,,Transportation
11/27/2012,"Clemens, Alex",Barbary Coast Consulting,"Primus, Jay",Municipal Transportation Agency,Car2go,Informational Meeting,Provide update and seek information on car2g0 plans for San Francisco,,Transportation
10/03/2012,"Clemens, Alex",Barbary Coast Consulting,"Wiener, Scott",Board Of Supervisors,Jewish Home,Informational Discussion,Gather and transmit information about the Jewish Home rebuild,,Planning and Building Permits
09/06/2012,"Clemens, Alex",Barbary Coast Consulting,"Reiskin, Ed",Municipal Transportation Agency,Car2go,Informational Discussion,Discussion about car2go's carsharing model and how their service might benefit San Franciscans,,Transportation
07/13/2012,"Clemens, Alex",Barbary Coast Consulting,"Wiener, Scott",Board Of Supervisors,Car2go,Informational Discussion,Discussion about car2go's carsharing model and how their service might benefit San Franciscans,,Transportation
07/16/2012,"Clemens, Alex",Barbary Coast Consulting,"Barnes, Bill",City Administrator,Car2go,Informational Discussion,Discussion about car2go's carsharing model and how their service might benefit San Franciscans,,Transportation
07/16/2012,"Clemens, Alex",Barbary Coast Consulting,"Elsbernd, Sean",Board Of Supervisors,Car2go,Informational Discussion,Discussion about car2go's carsharing model and how their service might benefit San Franciscans,,Transportation
07/24/2012,"Clemens, Alex",Barbary Coast Consulting,"Farrell, Mark",Board Of Supervisors,Car2go,Informational Discussion,Discussion about car2go's carsharing model and how their service might benefit San Franciscans,,Transportation
07/24/2012,"Clemens, Alex",Barbary Coast Consulting,"Avalos, John",Board Of Supervisors,Car2go,Informational Discussion,Discussion about car2go's carsharing model and how their service might benefit San Franciscans,,Transportation
07/25/2012,"Clemens, Alex",Barbary Coast Consulting,"Kim, Jane",Board Of Supervisors,Car2go,Informational Discussion,Discussion about car2go's carsharing model and how their service might benefit San Franciscans,,Transportation
07/25/2012,"Clemens, Alex",Barbary Coast Consulting,"Chiu, David",Board Of Supervisors,Car2go,Informational Discussion,Discussion about car2go's carsharing model and how their service might benefit San Franciscans,,Transportation
07/26/2012,"Clemens, Alex",Barbary Coast Consulting,"Chu, Carmen",Board Of Supervisors,Car2go,Informational Discussion,Discussion about car2go's carsharing model and how their service might benefit San Franciscans,,Transportation
07/26/2012,"Clemens, Alex",Barbary Coast Consulting,"Mar, Eric",Board Of Supervisors,Car2go,Informational Discussion,Discussion about car2go's carsharing model and how their service might benefit San Franciscans,,Transportation
06/14/2012,"Clemens, Alex",Barbary Coast Consulting,"Cohen, Malia",Board Of Supervisors,Car2go,Car2go,Informational discussion about car2go and how their service might benefit San Franciscans.,,Transportation
04/24/2012,"Clemens, Alex",Barbary Coast Consulting,"Wiener, Scott",Board Of Supervisors,"California Mortgage And Realty, Inc.",1540 Market Street,To schedule a meeting to discuss issues surrounding a proposed development in the Market Octavia Plan Area.,N/A,Planning and Building Permits
04/25/2012,"Clemens, Alex",Barbary Coast Consulting,"Olague, Christina",Board Of Supervisors,"California Mortgage And Realty, Inc.",1540 Market Street,To schedule a meeting to discuss issues surrounding a proposed development in the Market Octavia Plan Area.,N/A,Planning and Building Permits
04/30/2012,"Clemens, Alex",Barbary Coast Consulting,"B, Judy",Board Of Supervisors,"California Mortgage And Realty, Inc.",1540 Market Street,To schedule a meeting to discuss issues surrounding a proposed development in the Market Octavia Plan Area.,N/A,Planning and Building Permits
03/06/2012,"Clemens, Alex",Barbary Coast Consulting,"Kim, Jane",Board Of Supervisors,"California Mortgage And Realty, Inc.",1540 Market Street,To schedule a meeting to discuss issues surrounding a proposed development in the Market Octavia Plan Area.,N/A,Planning and Building Permits
02/23/2010,"Clemens, Alex",Barbary Coast Consulting,"Ginsburg, Phil",Recreation And Parks Department,Fisher Foundation,Update,Discussion of upcoming client hearing.,,Planning and Building Permits
12/10/2015,"Clemens, Alex",Barbary Coast Consulting,"Yadegar, Danny",Board Of Supervisors,"Paramount Group, Inc.",Informational Paramount,Informational only,,Planning and Building Permits
12/03/2015,"Clemens, Alex",Barbary Coast Consulting,"Cohen, Malia",Board Of Supervisors,Motivate,Informational Motivate,inform about plans for expansion of the city's bicycle network,,Transportation
12/03/2015,"Clemens, Alex",Barbary Coast Consulting,"Tang, Katy",Board Of Supervisors,Motivate,Informational Motivate,inform about plans for expansion of the city's bicycle network,,Transportation
03/13/2012,"Clemens, Alex",Barbary Coast Consulting,"Wiener, Scott",Board Of Supervisors,"California Mortgage And Realty, Inc.",1540 Market Street,To schedule a meeting to discuss issues surrounding a proposed development in the Market Octavia Plan Area.,N/A,Planning and Building Permits
02/09/2012,"Clemens, Alex",Barbary Coast Consulting,"Chiu, David",Board Of Supervisors,"Paramount Group, Inc.",Proposed Project At Howard And The Embarcadero,To discuss potential legislation that might affect the proposed project at Howard and the Embarcadero.,N/A,Planning and Building Permits
02/14/2012,"Clemens, Alex",Barbary Coast Consulting,"Chiu, David",Board Of Supervisors,"Paramount Group, Inc.",Proposed Project At Howard And The Embarcadero,To discuss potential legislation that might affect the proposed project at Howard and the Embarcadero.,N/A,Planning and Building Permits
02/28/2012,"Clemens, Alex",Barbary Coast Consulting,"Kim, Jane",Board Of Supervisors,"California Mortgage And Realty, Inc.",1540 Market Street,To discuss potential legislation that might affect the proposed project at Market and Van Ness.,N/A,Planning and Building Permits
01/05/2012,"Clemens, Alex",Barbary Coast Consulting,"Elsbernd, Sean",Board Of Supervisors,Ssl Law Firm,Sfmoma Expansion,To inquire about a possible continuance of this matter due to legal concerns about a proposed street vacation.,111080,Planning and Building Permits
01/05/2012,"Clemens, Alex",Barbary Coast Consulting,"Chu, Carmen",Board Of Supervisors,Ssl Law Firm,Sfmoma Expansion,To inquire about a possible continuance of this matter due to legal concerns about a proposed street vacation.,111080,Planning and Building Permits
