Date,Lobbyist,Lobbyist_Firm,Amount,Lobbyist_Client
06/12/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$240.00,Golub Real Estate Corp.
06/16/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$1625.00,Josh Myerberg
06/18/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$60.00,Oyster Development Corp.
06/18/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$60.00,Oyster Development Corp.
06/30/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$60.00,Udr
06/03/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Kilroy Realty Corporation
06/04/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$130.00,Altschool
06/30/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$195.00,Police Officers Association
06/24/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$60.00,Golub Real Estate Corp.
06/17/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$180.00,Udr
06/02/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$660.00,Golub Real Estate Corp.
06/18/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$510.00,Trinity Properties
06/05/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$600.00,1028 Market Llc
06/18/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Gemdale Usa Corporation
06/16/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$650.00,George  Mcnabb
06/09/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$840.00,Golub Real Estate Corp.
06/09/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$195.00,"Rabin, Daniel"
06/17/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$300.00,Dennis Ring
06/24/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$120.00,Udr
06/17/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$60.00,Golub Real Estate Corp.
06/29/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$1040.00,"Rabin, Daniel"
06/30/2015,"Guehring, Ross",Barbary Coast Consulting,$200.00,Nato
06/02/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$100.00,Gemdale Usa Corporation
06/02/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$325.00,Josh Myerberg
06/12/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$60.00,The S. Hekemian Group
06/29/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$120.00,"Tishman Speyer Properties, L.p."
06/15/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$240.00,Golub Real Estate Corp.
06/22/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$212.50,Trinity Properties
06/10/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Kilroy Realty Corporation
06/23/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$240.00,Golub Real Estate Corp.
06/11/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$240.00,"Tishman Speyer Properties, L.p."
06/18/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$125.00,Nixon Peabody Llp
06/11/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$60.00,Udr
06/03/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$127.50,Trinity Properties
06/18/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$2600.00,George  Mcnabb
06/05/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$180.00,"Tishman Speyer Properties, L.p."
06/15/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$120.00,Udr
06/17/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$250.00,Gemdale Usa Corporation
06/22/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$195.00,Josh Myerberg
06/03/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$600.00,Golub Real Estate Corp.
06/01/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$960.00,Golub Real Estate Corp.
06/03/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$260.00,Josh Myerberg
06/08/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$120.00,Golub Real Estate Corp.
06/08/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$50.00,Kilroy Realty Corporation
06/01/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$625.00,Nixon Peabody Llp
06/08/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$195.00,Police Officers Association
06/26/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$120.00,Golub Real Estate Corp.
06/05/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$60.00,Udr
06/05/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$500.00,Gemdale Usa Corporation
06/12/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$455.00,Police Officers Association
06/09/2015,"Frattin, Daniel","Reuben, Junius & Rose, Llp",$450.00,Gemdale Usa Corporation
06/05/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$300.00,Golub Real Estate Corp.
06/22/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$120.00,Golub Real Estate Corp.
06/24/2015,"Junius, Andrew","Reuben, Junius & Rose, Llp",$60.00,"Tishman Speyer Properties, L.p."
06/30/2015,"Miller, Martha",Target Corporation,$56.25,Target Corporation
06/30/2015,"Lollie, Marcus",Credit Suisse Securities (Usa) Llc,$222.90,Credit Suisse Securities (Usa) Llc
06/11/2015,"Davis, Evette",Bergdavis Public Affairs,$160.00,Nick Podell
06/30/2015,"Berg, Jessica",Bergdavis Public Affairs,$160.00,"Mission Street Sf, Llc"
06/29/2015,"Berg, Jessica",Bergdavis Public Affairs,$325.00,"Mission Street Sf, Llc"
06/30/2015,"Tourk, Alex",Ground Floor Public Affairs,$7500.00,Lyft
06/16/2015,"Davis, Evette",Bergdavis Public Affairs,$325.00,Related California
06/30/2015,"Tourk, Alex",Ground Floor Public Affairs,$4575.00,Caltrain
06/30/2015,"Tourk, Alex",Ground Floor Public Affairs,$7500.00,"Realtex, Inc"
06/30/2015,"Tourk, Alex",Ground Floor Public Affairs,$7500.00,Airbnb
06/02/2015,"Davis, Evette",Bergdavis Public Affairs,$325.00,Nick Podell
06/30/2015,"Tourk, Alex",Ground Floor Public Affairs,$3000.00,St. Vincent De Paul
06/16/2015,"Davis, Evette",Bergdavis Public Affairs,$160.00,Nick Podell
06/30/2015,"Tourk, Alex",Ground Floor Public Affairs,$6500.00,Union Square Business Improvement District
06/30/2015,"Tourk, Alex",Ground Floor Public Affairs,$6500.00,Union Square Business Improvement District
06/30/2015,"Tourk, Alex",Ground Floor Public Affairs,$5960.00,Oracle Corporation
06/30/2015,"Tourk, Alex",Ground Floor Public Affairs,$10000.00,"Conway, Ron"
06/30/2015,"Tourk, Alex",Ground Floor Public Affairs,$4000.00,San Francisco Police Officer's Assoc.
06/23/2015,"Berg, Jessica",Bergdavis Public Affairs,$160.00,"Mission Street Sf, Llc"
06/30/2015,"Vettel, Steve",Farella Braun And Martel,$760.00,Nick Podell Company
06/30/2015,"Vettel, Steve",Farella Braun And Martel,$760.00,Nick Podell Company
06/30/2015,"Vettel, Steve",Farella Braun And Martel,$760.00,Nick Podell Company
06/19/2015,"Davis, Evette",Bergdavis Public Affairs,$325.00,Nick Podell
06/30/2015,"Tourk, Alex",Ground Floor Public Affairs,$4000.00,Zen Hospice Project
06/30/2015,"Tourk, Alex",Ground Floor Public Affairs,$7500.00,Healthright 360
06/30/2015,"Vettel, Steve",Farella Braun And Martel,$190.00,"Mission Street Sf, Llc"
06/30/2015,"Tourk, Alex",Ground Floor Public Affairs,$5000.00,Meals On Wheels Of San Francisco
06/30/2015,"Smith, Ontario",Pacific Gas And Electric Company,$500.00,Pacific Gas And Electric Company
06/18/2015,"Davis, Evette",Bergdavis Public Affairs,$160.00,Nick Podell
06/30/2015,"Tourk, Alex",Ground Floor Public Affairs,$7500.00,Bay Club
06/30/2015,"Tourk, Alex",Ground Floor Public Affairs,$20000.00,Sfciti: San Francisco Citizens Initiative For Technology And Innovation
06/30/2015,"Tourk, Alex",Ground Floor Public Affairs,$5000.00,Fisherman's Wharf Restaurant Assocation
06/30/2015,"Tourk, Alex",Ground Floor Public Affairs,$6500.00,"Square, Inc."
06/30/2015,"Hernandez, Brandon",Pacific Gas And Electric Company,$808.00,Pacific Gas And Electric Company
06/30/2015,"Tourk, Alex",Ground Floor Public Affairs,$17500.00,"Salesforce.com, Inc"
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,Foster Interstate Media Inc.
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,"Becker Boards Small, Llc"
06/03/2015,"Smolens, H. Marcia",Hms Associates,$7500.00,"Alexandria Real Estate Equities, Inc."
06/30/2015,"Gruwell, Chris",Platinum Advisors,$2000.00,Lennar Residential
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,Zynga
06/30/2015,"Gruwell, Chris",Platinum Advisors,$2500.00,Blue Bottle Coffee
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$7500.00,"Presidio Bay Ventures, Llc"
06/30/2015,"Gruwell, Chris",Platinum Advisors,$3800.00,Accela
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,Cb&i
06/02/2015,"Lauter, Samuel","Bmwl & Partners, Inc",$15000.00,Waste Management Alameda County
06/30/2015,"Gruwell, Chris",Platinum Advisors,$7500.00,Trumark Urban/commercial
06/11/2015,"Smolens, H. Marcia",Hms Associates,$6000.00,San Francisco Conservatory Of Music
06/30/2015,"Gruwell, Chris",Platinum Advisors,$2500.00,Alta Vista School
06/30/2015,"Workman, Dee Dee",San Francisco Chamber Of Commerce,$114.00,San Francisco Chamber Of Commerce
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$4500.00,The Hamlin School
06/30/2015,"Gruwell, Chris",Platinum Advisors,$8500.00,Webcor Builders
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,1140 Folsom Llc
06/30/2015,"Lazarus, Jim",San Francisco Chamber Of Commerce,$250.00,San Francisco Chamber Of Commerce
06/30/2015,"Gruwell, Chris",Platinum Advisors,$2000.00,Black & Veatch
06/30/2015,"Gruwell, Chris",Platinum Advisors,$8500.00,Boston Properties Limited Partnership
06/30/2015,"Gruwell, Chris",Platinum Advisors,$2500.00,Sfo Shuttle Bus
06/30/2015,"Prozan, Rebecca","Google, Inc.",$1000.00,Google Inc.
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$13200.00,Au Energy
06/30/2015,"Turner, Brook",Coalition For Better Housing,$1500.00,Veritas Real Estate
06/02/2015,"Lauter, Samuel","Bmwl & Partners, Inc",$15000.00,Nrg Energy-Formerly Mirant
06/02/2015,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,American Beverage Association
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$13000.00,Integral Development Llc
06/30/2015,"Gruwell, Chris",Platinum Advisors,$5000.00,University Of San Francisco
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,United Service Workers West
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$10000.00,Veritas Investments Inc
06/30/2015,"Turner, Brook",Coalition For Better Housing,$1500.00,Thompson Dorfman
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,California Beer & Beverage Distributors Association
06/30/2015,"Gruwell, Chris",Platinum Advisors,$14500.00,Golden State Warriors
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$2000.00,Royal Motors Of San Francisco
06/30/2015,"Gruwell, Chris",Platinum Advisors,$5000.00,Shorenstein
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$4500.00,Hearst Corporation
06/30/2015,"Gruwell, Chris",Platinum Advisors,$7500.00,Beumer Corporation
06/30/2015,"Gruwell, Chris",Platinum Advisors,$15000.00,Aecom
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,Koret Family House
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$7500.00,Meyer Capital Partners
06/30/2015,"Gruwell, Chris",Platinum Advisors,$3000.00,Ufcw Western States Superfund
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,Bay West Development
06/01/2015,"Lapointe, Denise",Lapointe And Associates,$10000.00,Lennar Urban
06/30/2015,"Turner, Brook",Coalition For Better Housing,$3500.00,Maximus Realty Partners
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,Stanley Steamer
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,San Francisco Fire Fighters Local 798
06/30/2015,"Gruwell, Chris",Platinum Advisors,$1000.00,Shn
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,Salesforce.com Inc.
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,Tobacco Free Kids Action Fund
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$11625.00,At&t California
06/30/2015,"Wallace, Jay","Tzk Broadway, Llc",$0.00,"Tzk Broadway, Llc"
06/30/2015,"Gruwell, Chris",Platinum Advisors,$5000.00,Crescent Heights
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$5000.00,Luxe Valet
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,Hearst Corporation
06/03/2015,"Smolens, H. Marcia",Hms Associates,$6000.00,Pier 39
06/30/2015,"Gruwell, Chris",Platinum Advisors,$5000.00,Motorola Solutions
06/30/2015,"Jung, Mary",San Francisco Association Of Realtors,$520.83,San Francisco Association Of Realtors
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$10000.00,Uber Technologies
06/30/2015,"Gruwell, Chris",Platinum Advisors,$5000.00,Microsoft Corporation
06/30/2015,"Turner, Brook",Coalition For Better Housing,$7500.00,Coalition For Better Housing
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,Wine & Spirits Wholesalers Of California
06/30/2015,"Lindert, Noemi","Cisco Systems, Inc.",$1500.00,"Cisco Systems, Inc."
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,7x7 Development
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,Wine Institute
06/30/2015,"Gruwell, Chris",Platinum Advisors,$12500.00,Airbnb
06/03/2015,"Smolens, H. Marcia",Hms Associates,$7000.00,"Comcast Cable Communications, Inc."
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,Beer Institute
06/02/2015,"Lauter, Samuel","Bmwl & Partners, Inc",$2000.00,Pacific Union Club
06/03/2015,"Smolens, H. Marcia",Hms Associates,$7500.00,Genentech
06/30/2015,"Cheng, Jay",San Francisco Association Of Realtors,$600.00,San Francisco Association Of Realtors
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,Distilled Spirits Council Of The Us
06/01/2015,"Smolens, H. Marcia",Hms Associates,$15000.00,Forest City
06/01/2015,"Lapointe, Denise",Lapointe And Associates,$1500.00,Protect Our Benefits
06/30/2015,"Gruwell, Chris",Platinum Advisors,$2500.00,Supershuttle
06/30/2015,"Gruwell, Chris",Platinum Advisors,$2500.00,Recology
06/30/2015,"Carroll, Kevin",Hotel Council Of San Francisco,$850.00,San Francisco Hotel Council
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$5000.00,Facebook
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,Sparc
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$4000.00,Strada Investment Group
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$4500.00,San Francisco Bar Pilots
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$0.00,Leport Schools
06/03/2015,"Smolens, H. Marcia",Hms Associates,$12500.00,Sf Waterfront Partners
06/02/2015,"Lauter, Samuel","Bmwl & Partners, Inc",$2500.00,Equity Office
06/30/2015,"Gruwell, Chris",Platinum Advisors,$3500.00,Brown And Caldwell
06/03/2015,"Smolens, H. Marcia",Hms Associates,$15000.00,Millennium Partners
06/30/2015,"Gruwell, Chris",Platinum Advisors,$3000.00,Zipcar
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$5000.00,California Pacific Medical Center
06/30/2015,"Gruwell, Chris",Platinum Advisors,$8000.00,Tishman Speyer
06/03/2015,"Smolens, H. Marcia",Hms Associates,$7500.00,Dfs Group Limited
06/30/2015,"Gruwell, Chris",Platinum Advisors,$1500.00,Hbk Engineering
06/30/2015,"New, Janan",San Francisco Apt Assoc,$1000.00,Presidio Bay Ventures
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$15000.00,Target Corporation
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$7500.00,Nick Podell Co.
06/30/2015,"Gruwell, Chris",Platinum Advisors,$5000.00,Teamsters Local 853
06/30/2015,"New, Janan",San Francisco Apt Assoc,$1500.00,Thompson Dorfman
06/02/2015,"Lauter, Samuel","Bmwl & Partners, Inc",$7500.00,N. Ca Presbyterian Homes & Services
06/03/2015,"Smolens, H. Marcia",Hms Associates,$12000.00,"Xerox Business Services, Llc And Its Affiliates"
06/30/2015,"New, Janan",San Francisco Apt Assoc,$7500.00,Sfaa
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,Oceana
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$3000.00,Red & White Fleet
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$10000.00,Market Street Place
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,"New Gadget, Inc."
04/30/2015,"Carroll, Kevin",Hotel Council Of San Francisco,$0.00,San Francisco Hotel Council
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,One Kings Lane
06/30/2015,"Linscheid, Bob",San Francisco Chamber Of Commerce,$0.00,San Francisco Chamber Of Commerce
06/30/2015,"New, Janan",San Francisco Apt Assoc,$1500.00,Veritas Real Estate Investment
06/30/2015,"Gruwell, Chris",Platinum Advisors,$2500.00,Golub
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$2500.00,"Hudson Pacific Properties, Inc."
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$5000.00,"Ch2m Hill, Inc."
06/01/2015,"Lapointe, Denise",Lapointe And Associates,$5000.00,Lennar Communities
06/30/2015,"New, Janan",San Francisco Apt Assoc,$1500.00,Mosser Capital Corporation
06/30/2015,"Turner, Brook",Coalition For Better Housing,$1000.00,Presidio Bay Ventures
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$10000.00,Grocery Outlet
06/30/2015,"Gruwell, Chris",Platinum Advisors,$5000.00,"Restoration Hardware, Inc."
06/30/2015,"Gruwell, Chris",Platinum Advisors,$0.00,Board Of Directors Of San Francisco Zoological Society
06/01/2015,"Lapointe, Denise",Lapointe And Associates,$7500.00,Forest City Enterprises
06/30/2015,"Gruwell, Chris",Platinum Advisors,$5000.00,Minerva
06/30/2015,"Gruwell, Chris",Platinum Advisors,$5000.00,Fairmont Hotel & Resort
06/30/2015,"Gruwell, Chris",Platinum Advisors,$4250.00,Clear Channel Outdoor
06/30/2015,"Gruwell, Chris",Platinum Advisors,$2500.00,Auto Return
06/30/2015,"Gruwell, Chris",Platinum Advisors,$2500.00,Mark Cavagnero Associates
06/30/2015,"Peterson, Rich",Goodyear Peterson Hayward & Associates,$3500.00,Presidio Knolls School
06/30/2015,"Polacci, Bert",Public Advocacy Partners,$1500.00,Thompson Dorfman
06/30/2015,"Polacci, Bert",Public Advocacy Partners,$3500.00,Maximus Real Estate Partners
06/01/2015,"Daniller-Katz, Gia",Daniller Consulting Inc.,$6000.00,Jfcs
06/30/2015,"Rossi, Jaime",Barbary Coast Consulting,$1815.00,Cisco
06/26/2015,"Owen, David",Airbnb,$105.16,Airbnb
06/30/2015,"Loeven, Lewis",Self,$6000.00,"Extenet Systems, Inc.,"
06/30/2015,"Polacci, Bert",Public Advocacy Partners,$1000.00,Presidio Bay Ventures
06/30/2015,"Polacci, Bert",Public Advocacy Partners,$1500.00,Moesser Capital Corporation
06/30/2015,"Polacci, Bert",Public Advocacy Partners,$1500.00,Dkr Partners
06/30/2015,"Polacci, Bert",Public Advocacy Partners,$1500.00,Veritas Real Estate
06/30/2015,"Polacci, Bert",Public Advocacy Partners,$3500.00,Parkmerced Investors Llc
07/15/2015,"Cassolato, Stefano",Sgc Strategic Communications,$200.00,Yellow Bus Sightseeing Tours
07/23/2015,"Cassolato, Stefano",Sgc Strategic Communications,$2500.00,Aids Healthcare Foundation
07/09/2015,"Cassolato, Stefano",Sgc Strategic Communications,$500.00,Seniore's Pizza
07/01/2015,"Lesser, Philip",Philip Lesser,$2500.00,"Knowles, Jack"
07/01/2015,"Lesser, Philip",Philip Lesser,$5000.00,Realtex Condominiums Llc
07/01/2015,"Lesser, Philip",Philip Lesser,$2500.00,"Mindful Investments, L.p."
07/31/2015,"Isbell, Reese",Clsa,$400.00,Clsa
07/31/2015,"Clemens, Alex",Barbary Coast Consulting,$450.00,Jewish Home
07/31/2015,"Clemens, Alex",Barbary Coast Consulting,$7200.00,"Paramount Group, Inc."
07/31/2015,"Clemens, Alex",Barbary Coast Consulting,$1400.00,Motivate
07/16/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$130.00,Josh Myerberg
07/08/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$325.00,Josh Myerberg
07/08/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$650.00,"The Prado Group, Inc."
07/24/2015,"Lesser, Philip",Philip Lesser,$2500.00,"Hi Neighbor, Llc"
07/31/2015,"Parrinello, James R.",Nielsen Merksamer Parrinello Gross & Leoni Llp,$3808.00,Maximus - Bp 1979 Mission Street Llc
07/16/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$650.00,Gemdale Usa Corporation
07/01/2015,"Lesser, Philip",Philip Lesser,$5000.00,Tnn Properties
07/31/2015,"Smith, Ontario",Pacific Gas And Electric Company,$1000.00,Pacific Gas And Electric Company
07/07/2015,"Reuben, James","Reuben, Junius & Rose, Llp",$520.00,Police Officers Association
07/14/2015,"Berg, Jessica",Bergdavis Public Affairs,$325.00,"Mission Street Sf, Llc"
07/30/2015,"Davis, Evette",Bergdavis Public Affairs,$813.00,Related California
07/09/2015,"Berg, Jessica",Bergdavis Public Affairs,$975.00,6th Street Associates
07/31/2015,"Prozan, Rebecca","Google, Inc.",$1300.00,Google Inc.
07/13/2015,"Berg, Jessica",Bergdavis Public Affairs,$80.00,"Mission Street Sf, Llc"
07/10/2015,"Berg, Jessica",Bergdavis Public Affairs,$80.00,"Mission Street Sf, Llc"
07/08/2015,"Berg, Jessica",Bergdavis Public Affairs,$80.00,"Mission Street Sf, Llc"
07/31/2015,"Lindert, Noemi","Cisco Systems, Inc.",$1500.00,"Cisco Systems, Inc."
07/06/2015,"Berg, Jessica",Bergdavis Public Affairs,$325.00,"Mission Street Sf, Llc"
